# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugTargetExporter
# Time: 2014.07.15 at 02:17:00 EDT
PiHelper_DrugTarget_ID	HGNC_Symbol	Drug_Name	DataSources	References
8385	CDK5	6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	DrugBank	PubMed:10592235
8386	CDK5R1	6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	DrugBank	PubMed:10592235
8387	F2	2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER	DrugBank	PubMed:10592235
8388	PRSS1	4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE	DrugBank	PubMed:10592235
8389	MET	N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide	DrugBank	PubMed:10592235
8390	IGHG1	3-(10-METHYL-ANTHRACEN-9-YL)-PROPIONIC ACID	DrugBank	PubMed:10592235
8391	RPL10L	ANISOMYCIN	DrugBank	PubMed:10592235
8392	RPL13A	ANISOMYCIN	DrugBank	PubMed:10592235
8393	RPL23	ANISOMYCIN	DrugBank	PubMed:10592235
8394	RPL15	ANISOMYCIN	DrugBank	PubMed:10592235
8395	RPL19	ANISOMYCIN	DrugBank	PubMed:10592235
8396	RPL23A	ANISOMYCIN	DrugBank	PubMed:10592235
8397	RSL24D1	ANISOMYCIN	DrugBank	PubMed:10592235
8398	RPL26L1	ANISOMYCIN	DrugBank	PubMed:10592235
8399	RPL8	ANISOMYCIN	DrugBank	PubMed:10592235
8400	RPL37	ANISOMYCIN	DrugBank	PubMed:10592235
8401	RPL3	ANISOMYCIN	DrugBank	PubMed:10592235
8402	RPL11	ANISOMYCIN	DrugBank	PubMed:10592235
8403	NHP2L1	ANISOMYCIN	DrugBank	PubMed:10592235
8404	IGHG2	5-BETA-ANDROSTANE-3,17-DIONE	DrugBank	PubMed:10592235
8405	IGHG1	5-BETA-ANDROSTANE-3,17-DIONE	DrugBank	PubMed:10592235
8406	IGKC	5-BETA-ANDROSTANE-3,17-DIONE	DrugBank	PubMed:10592235
8407	F2	5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID)	DrugBank	PubMed:10592235
8408	F7	5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID)	DrugBank	PubMed:10592235
8409	METAP2	N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE	DrugBank	PubMed:10592235
8410	ABO	4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	DrugBank	PubMed:10592235
8411	CDK6	(2S)-2-({6-[(3-AMINO-5-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)-3-METHYLBUTAN-1-OL	DrugBank	PubMed:10592235
8412	CTRB1	1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)	DrugBank	PubMed:10592235
8413	ERN1	N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine	DrugBank	PubMed:10592235
8414	CTRB1	N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE	DrugBank	PubMed:10592235
8415	ATP5A1	1-ACETYL-2-CARBOXYPIPERIDINE	DrugBank	PubMed:10592235
8416	ATP5B	1-ACETYL-2-CARBOXYPIPERIDINE	DrugBank	PubMed:10592235
8417	ATP5C1	1-ACETYL-2-CARBOXYPIPERIDINE	DrugBank	PubMed:10592235
8418	NQO1	3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE	DrugBank	PubMed:10592235
8419	TPI1	3-(BUTYLSULPHONYL)-PROPANOIC ACID	DrugBank	PubMed:10592235
8420	NOS2	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	DrugBank	PubMed:10592235
8421	NOS3	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	DrugBank	PubMed:10592235
8422	NOS2	N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE	DrugBank	PubMed:10592235
8423	MMP3	2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YL)-UREIDO]-N-METHYL-3-PHENYL-PROPIONAMIDE	DrugBank	PubMed:10592235
8424	GSR	2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE	DrugBank	PubMed:10592235
8425	ATP5A1	AUROVERTIN B	DrugBank	PubMed:10592235
8426	ATP5B	AUROVERTIN B	DrugBank	PubMed:10592235
8427	ATP5C1	AUROVERTIN B	DrugBank	PubMed:10592235
8428	PYGL	4-[3-(2-Chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid	DrugBank	PubMed:10592235
8429	PYGL	1-{2-[3-(2-Chloro-4,5-difluoro-benzoyl)-ureido]-4-fluoro-phenyl}-piperidine-4-carboxylic acid	DrugBank	PubMed:10592235
8430	MMP8	(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide	DrugBank	PubMed:10592235
8431	F2	1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE	DrugBank	PubMed:10592235
8432	CYC1	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8433	MT-CYB	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8434	UQCRC1	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8435	UQCRC2	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8436	UQCRH	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8437	UQCRQ	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8438	UQCRFS1	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8439	UQCR11	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8440	UQCRB	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8441	UQCR10	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	DrugBank	PubMed:10592235
8442	PDK1	4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE	DrugBank	PubMed:10592235
8443	NOS2	1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE	DrugBank	PubMed:10592235
8444	MAPKAPK2	(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE	DrugBank	PubMed:10592235
8445	GGPS1	[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID	DrugBank	PubMed:10592235
8446	DPP4	1-biphenyl-2-ylmethanamine	DrugBank	PubMed:10592235
8447	BACE1	4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine	DrugBank	PubMed:10592235
8448	IGKC	(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE	DrugBank	PubMed:10592235
8449	AR	(2S)-3-(4-chloro-3-fluorophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide	DrugBank	PubMed:10592235
8450	AR	4-{[(1R,2S)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile	DrugBank	PubMed:10592235
8451	AR	(2S)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide	DrugBank	PubMed:10592235
8452	AR	(2S)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide	DrugBank	PubMed:10592235
8453	THRA	{4-[4-hydroxy-3-(1-methylethyl)benzyl]-3,5-dimethylphenoxy}acetic acid	DrugBank	PubMed:10592235
8454	THRB	{4-[4-hydroxy-3-(1-methylethyl)benzyl]-3,5-dimethylphenoxy}acetic acid	DrugBank	PubMed:10592235
8455	HBA1	2-[(2-methoxy-5-methylphenoxy)methyl]pyridine	DrugBank	PubMed:10592235
8456	HBB	2-[(2-methoxy-5-methylphenoxy)methyl]pyridine	DrugBank	PubMed:10592235
8457	HBA1	4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	DrugBank	PubMed:10592235
8458	HBB	4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	DrugBank	PubMed:10592235
8459	MAPKAPK2	(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one	DrugBank	PubMed:10592235
8460	MAPKAPK2	(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one	DrugBank	PubMed:10592235
8461	CDK2	(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one	DrugBank	PubMed:10592235
8462	CELA1	(TERT-BUTYLOXYCARBONYL)-ALANYL-AMINO ETHYL-FORMAMIDE	DrugBank	PubMed:10592235
8463	POLK	1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE	DrugBank	PubMed:10592235
8464	UPP1	1-((2-HYDROXYETHOXY)METHYL)-5-BENZYLPYRIMIDINE-2,4(1H,3H)-DIONE	DrugBank	PubMed:10592235
8465	F2	4-TERT-BUTYLBENZENESULFONIC ACID	DrugBank	PubMed:10592235
8466	IGHG1	3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID	DrugBank	PubMed:10592235
8467	IGKC	3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID	DrugBank	PubMed:10592235
8468	DHODH	(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide	DrugBank	PubMed:10592235
8469	DAPK1	6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	DrugBank	PubMed:10592235
8470	MMP12	N-(biphenyl-4-ylsulfonyl)-D-leucine	DrugBank	PubMed:10592235
8471	AKR1D1	5-beta-DIHYDROTESTOSTERONE	DrugBank	PubMed:10592235
8472	LAP3	(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid	DrugBank	PubMed:10592235
8473	PADI4	N-[(1S)-1-(AMINOCARBONYL)-4-(ETHANIMIDOYLAMINO)BUTYL]BENZAMIDE	DrugBank	PubMed:10592235
8474	AKR1B1	2[4-BROMO-2-FLUOROPHENYL)METHYL]-6-FLUOROSPIRO[ISOQUINOLINE-4-(1H),3'-PYRROLIDINE]-1,2',3,5'(2H)-TETRONE	DrugBank	PubMed:10592235
8475	CYP1A2	2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE	DrugBank	PubMed:10592235
8476	AR	(R)-3-BROMO-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE	DrugBank	PubMed:10592235
8477	GRIA2	N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide	DrugBank	PubMed:10592235
8478	PDPK1	3-(1H-INDOL-3-YL)-4-(1-{2-[(2S)-1-METHYLPYRROLIDINYL]ETHYL}-1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE	DrugBank	PubMed:10592235
8479	PDPK1	3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE	DrugBank	PubMed:10592235
8480	PRKACA	3-(1H-INDOL-3-YL)-4-{1-[2-(1-METHYLPYRROLIDIN-2-YL)ETHYL]-1H-INDOL-3-YL}-1H-PYRROLE-2,5-DIONE	DrugBank	PubMed:10592235
8481	MAPK14	4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE	DrugBank	PubMed:10592235
8482	PTK2	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	DrugBank	PubMed:10592235
8483	F2	3-AMINO-3-BENZYL-9-CARBOXAMIDE[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE	DrugBank	PubMed:10592235
8484	COMT	(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE	DrugBank	PubMed:10592235
8485	DPP4	(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	DrugBank	PubMed:10592235
8486	CA2	4-chloro-N-[(2S)-2-methyl-2,3-dihydro-1H-indol-1-yl]-3-sulfamoylbenzamide	DrugBank	PubMed:10592235
8487	MYH14	(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	DrugBank	PubMed:10592235
8488	MYH14	(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	DrugBank	PubMed:10592235
8489	MYH14	(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	DrugBank	PubMed:10592235
8490	CCNA2	5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE	DrugBank	PubMed:10592235
8491	CDK2	5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE	DrugBank	PubMed:10592235
8492	IGF1R	3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE	DrugBank	PubMed:10592235
8493	PSMA1	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8494	PSMA2	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8495	PSMA3	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8496	PSMA4	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8497	PSMA5	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8498	PSMA6	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8499	PSMA7	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8500	PSMB1	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8501	PSMB2	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8502	PSMB3	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8503	PSMB4	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8504	PSMB5	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8505	PSMB6	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8506	PSMB7	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	DrugBank	PubMed:10592235
8507	CA2	N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE	DrugBank	PubMed:10592235
8508	CTSL	BIPHENYL-4-YL-ACETALDEHYDE	DrugBank	PubMed:10592235
8509	POLB	(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL	DrugBank	PubMed:10592235
8510	PTPN1	4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN	DrugBank	PubMed:10592235
8511	DPP4	(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	DrugBank	PubMed:10592235
8512	CPA1	(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid	DrugBank	PubMed:10592235
8513	ESRRG	4,4'-cyclohexane-1,1-diyldiphenol	DrugBank	PubMed:10592235
8514	ITGAL	3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline	DrugBank	PubMed:10592235
8515	CSNK1G3	{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE	DrugBank	PubMed:10592235
8516	CSNK1G3	{[4-AMINO-2-(3-CHLOROANILINO)-1,3-THIAZOL-5-YL](4-FLUOROPHENYL)METHANONE	DrugBank	PubMed:10592235
8517	PRSS1	5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid	DrugBank	PubMed:10592235
8518	CDK2	(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE	DrugBank	PubMed:10592235
8519	CHRFAM7A	(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE	DrugBank	PubMed:10592235
8520	HSP90AA1	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE	DrugBank	PubMed:10592235
8521	PC	5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL	DrugBank	PubMed:10592235
8522	AKR1B1	4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID	DrugBank	PubMed:10592235
8523	PLA2G2E	(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	DrugBank	PubMed:10592235
8524	CDK2	(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	DrugBank	PubMed:10592235
8525	HSP90AA1	4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol	DrugBank	PubMed:10592235
8526	PIK3CG	(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE	DrugBank	PubMed:10592235
8527	CDK2	(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	DrugBank	PubMed:10592235
8528	CPA1	L-BENZYLSUCCINIC ACID	DrugBank	PubMed:10592235
8529	SCPEP1	L-BENZYLSUCCINIC ACID	DrugBank	PubMed:10592235
8530	F2	4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE	DrugBank	PubMed:10592235
8531	PPARG	difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron	DrugBank	PubMed:10592235
8532	MAOB	7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE	DrugBank	PubMed:10592235
8533	MAOB	7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE	DrugBank	PubMed:10592235
8534	KDR	3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one	DrugBank	PubMed:10592235
8535	F2	1-(2-{[(6-AMINO-2-METHYLPYRIDIN-3-YL)METHYL]AMINO}ETHYL)-6-CHLORO-3-[(2,2-DIFLUORO-2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL	DrugBank	PubMed:10592235
8536	BACE1	(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one	DrugBank	PubMed:10592235
8537	CTSS	N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	DrugBank	PubMed:10592235
8538	F2	6-CHLORO-1-(2-{[(5-CHLORO-1-BENZOTHIEN-3-YL)METHYL]AMINO}ETHYL)-3-[(2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL	DrugBank	PubMed:10592235
8539	F2	N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE	DrugBank	PubMed:10592235
8540	PIM1	N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine	DrugBank	PubMed:10592235
8541	FGFR1	3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine	DrugBank	PubMed:10592235
8542	F2	N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE	DrugBank	PubMed:10592235
8543	KDR	3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one	DrugBank	PubMed:10592235
8544	CDK2	2-IMINO-5-(1-PYRIDIN-2-YL-METH-(E)-YLIDENE)-1,3-THIAZOLIDIN-4-ONE	DrugBank	PubMed:10592235
8545	NCOA1	(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol	DrugBank	PubMed:10592235
8546	VDR	(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol	DrugBank	PubMed:10592235
8547	CDK2	4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8548	CCNA2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	DrugBank	PubMed:10592235
8549	CDK2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	DrugBank	PubMed:10592235
8550	CCNA2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8551	CDK2	4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	DrugBank	PubMed:10592235
8552	BACE1	2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one	DrugBank	PubMed:10592235
8553	KDR	N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide	DrugBank	PubMed:10592235
