# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugExporter
# Time: 2014.07.15 at 01:58:08 EDT
PiHelper_Drug_ID	Drug_Name	Drug_Synonyms	Description	Number_of_Targets	ATC_Codes	isFdaApproved	isCancerDrug	isNutraceutical	Number_Of_Clinical_Trials	DataSources	References
62725	Trametinib	Mekinist;GSK1120212;Trametinib	"Trametinib dimethyl sulfoxide is a kinase inhibitor. Each 1-mg tablet contains 1.127 mg trametinib dimethyl sulfoxide equivalent to 1 mg of trametinib non-solvated parent. FDA approved on May 29, 2013. "	2	L01XE25	true	true	false	71	DrugBank;KEGG Drugs	CAS:871700-17-3;LigandBox:D10176;KEGG Drug:D10175;CAS:1187431-43-1;LigandBox:D10175;KEGG:D10176;NCI_Drug:599034;KEGG:D10175;PubChem Substance:135626894;National Drug Code Directory:0173-0848-13;DrugBank:DB08911;PubChem Substance:135626893
62726	Dabrafenib	Tafinlar;Dabrafenib;GSK2118436	"Dabrafenib mesylate is a reversible ATP-competitive kinase inhibitor and targets the MAPK pathway. FDA approved on May 29, 2013. "	2	L01XE23	true	true	false	47	DrugBank;KEGG Drugs	PubChem Substance:135626822;CAS:1195765-45-7;LigandBox:D10064;National Drug Code Directory:0173-0847-08;KEGG Drug:D10064;LigandBox:D10104;PubChem Substance:135626784;KEGG:D10064;CAS:1195768-06-9;DrugBank:DB08912;KEGG:D10104;NCI_Drug:641977
62727	Radium Ra 223 Dichloride	BAY88-8223;Radium-223 Dichloride;Alpharadin;Radium 223 Dichloride;Xofigo;Radium-223 Chloride	"Radium Ra 223 Dichloride is a radiopharmaceutical containing the radioisotope radium-223 that emits short range but high linear energy alpha particles. As a cation, radium mimics calicum and binds to hydroxyapatite, which is a bone mineral found in areas of high bone turnover as seen in bone metastases. It was first approved by the FDA in May 2013 and is currently marketed under the brand name Xofigo, which was formerly called Alpharadin. Xofigo is indicated in patients who have metastatic bone cancer that is symptomatic with no visceral metastases and patients who have prostate cancer that is castration resistant. The FDA label includes a warning that Radium Ra 223 Dichloride should not be used in women who are pregnant or may become pregnant due to the high risk of fetal harm."	0		true	true	false	17	DrugBank	National Drug Code Directory:50419-208-01;NCI_Drug:749662;DrugBank:DB08913
62728	Insulin, isophane 	Humulin N;Isophane insulin;Humulin® N;Novolin N Relion;Isophane Insulin;Novolin® ge NPH;NPH Insulin;Humulin N Pen;Novolin N	"Isophane insulin or NPH insulin (neutral protamine Hagedorn) is an intermediate-acting insulin to improve glycemic control. It is synthesized using a strain of Escherichia coli bacteria that has been genetically altered to produce human insulin. Human insulin isophane suspension consists of a crystalline suspension of human insulin with protamine and zinc. This combination results in an intermediate-acting insulin with a slower onset of action and longer duration of activity than regular human insulin. "	1	A10AB01	true	false	false	-1	DrugBank;KEGG Drugs	CAS:8063-29-4;DrugBank:DB08914;National Drug Code Directory:0002-8315-01;KEGG:D04547;KEGG:D08080;PubChem Substance:96024770;PubChem Substance:17398129;CAS:53027-39-7;KEGG Drug:D04547
62729	ALEGLITAZAR 	Ro-0728804;Aleglitazar;R-1439	"Aleglitazar is an investigational drug from the company Hoffmann–La Roche and is currently in a phase III clinical trial called ALECARDIO. It is being investigated for use in patients with type II diabetes to reduce their risks of cardiovascular mortality and morbidity. Aleglitazar is an agonist at the peroxisome proliferator-activated receptor (PPAR) for both the PPAR? and PPAR? receptor subtypes. In the phase II clinical trial called SYNCHRONY, with type II diabetic patients, aleglitazar was able to control both lipid and glucose levels in a synergistic manner while also having limited side effects and toxicity."	3		false	false	false	-1	DrugBank;KEGG Drugs	DrugBank:DB08915;PDB-CCD:RO7;KEGG Drug:D08845;KEGG:D08845;LigandBox:D08845;PubChem Substance:96025528;CAS:475479-34-6;PDB:RO7
62730	Afatinib	Gilotrif;Afatinib Dimaleate;BIBW 2992	"Afatinib is a tyrosine kinase inhibitor which is a 4-anilinoquinazoline. It is prepared has the dimaleate salt. FDA approved on July 12, 2013. "	2	L01XE13	true	true	false	106	DrugBank;KEGG Drugs	CAS:850140-72-6;PubChem Substance:124490464;DrugBank:DB08916;LigandBox:D09733;PubChem Substance:124490473;PDB-CCD:0WM;LigandBox:D09724;NCI_Drug:537572;KEGG:D09733;KEGG Drug:D09724;National Drug Code Directory:0597-0138-30;KEGG:D09724
62731	Ferric Carboxymaltose 	Iron Carboxymaltose;VIT 45;Injectafer;Iron Dextri-Maltose	"Ferric Carboxymaltose is an iron replacement product and chemically, an iron carbohydrate complex. FDA approved on July 25, 2013. "	0		true	false	false	-1	DrugBank	KEGG Drug:D08920;DrugBank:DB08917;National Drug Code Directory:0517-0650-01
62732	Levomilnacipran	Fetzima	"Levomilnacipran is a selective serotonin and norepinephrine reuptake inhibitor. Chemically, levomilnacipran is the 1S,2R-enantiomer of milnacipran. FDA approved on July 25, 2013. "	2		true	false	false	-1	DrugBank;KEGG Drugs	PubChem Substance:135626792;PubChem Substance:135626851;KEGG Drug:D10072;LigandBox:D10072;DrugBank:DB08918;KEGG:D10072;CAS:96847-55-1;KEGG:D10133;LigandBox:D10133;CAS:175131-60-9
62733	DIVALPROEX SODIUM		"Anticonvulsants; Antimanic Agents"	1		true	false	false	-1	PubMed:21804595	PubMed:21804595
62734	MARAVIROC		"Anti-HIV Agents; Anti-viral"	1		true	true	false	4	KEGG Drugs;PubMed:21804595	CTRP:169;CAS:376348-65-1;PubChem Compound:3002977.0;KEGG:D06670;PubChem Substance:47208321;PubMed:21804595;LigandBox:D06670
62735	BECLOMETHASONE		"Anti-Inflammatory Agents; Glucocorticoids"	2		true	false	false	-1	PubMed:21804595	PubMed:21804595
62736	AMBRISENTAN		"antihypertensive agent"	2		true	false	false	-1	KEGG Drugs;PubMed:21804595	LigandBox:D07077;KEGG:D07077;NIKKAJI:J2.651.033C;CAS:177036-94-1;PubChem Substance:51091419;PubMed:21804595
62737	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM		"enzyme replacement for Dupuytren's contracture"	4		true	false	false	-1	PubMed:21804595	PubMed:21804595
62738	ROMIDEPSIN	Romidepsin	"Antineoplastic Agents"	10		true	true	false	68	KEGG Drugs;PubMed:21804595	KEGG:D06637;NCI_Drug:42600;NIKKAJI:J575.851C;PubChem Substance:47208288;NSC:754143;PubChem Substance:494874;LigandBox:D06637;PubChem Substance:131408687;PubChem Compound:5352062;CAS:128517-07-7;NSC:630176;PubMed:21804595
62739	USTEKINUMAB		"Antipsoriatic Agents"	3		true	false	false	-1	KEGG Drugs;PubMed:21804595	KEGG:D09214;PubChem Substance:96025894;PubMed:21804595;CAS:815610-63-0
62740	DOXACURIUM		"Muscle Relaxants"	2		true	false	false	-1	PubMed:21804595	PubMed:21804595
62741	INSULIN		"Antidiabetic agents"	1		true	false	false	-1	KEGG Drugs;PubMed:21804595	KEGG:D00085;NIKKAJI:J2.730.443E;PubChem Substance:7847153;CAS:37294-43-2;CAS:9004-10-8;PubChem Substance:47206391;PubChem Substance:47206392;DrugBank:DB00030;PubChem Substance:47206390;KEGG:D04544;KEGG:D04545;PubMed:21804595;KEGG:D04546
62742	FEBUXOSTAT		"Gout Suppressants"	1		true	true	false	1	KEGG Drugs;PubMed:21804595	LigandBox:D01206;CAS:144060-53-7;KEGG:D01206;PDB-CCD:TEI;PubChem Substance:7848269;PubMed:21804595
62743	ECALLANTIDE		"Treatment for Hereditary Angiooedema"	2		true	false	false	-1	KEGG Drugs;PubMed:21804595	KEGG:D03931;CAS:460738-38-9;PubChem Substance:47205919;PubMed:21804595
62744	FONDAPARINUX		"Antithrombotic Agents"	2		true	false	false	-1	KEGG Drugs;PubMed:21804595	DrugBank:DB00569;LigandBox:D01844;PubChem Substance:7848906;NIKKAJI:J1.878.798I;KEGG:D01844;CAS:114870-03-0;PubMed:21804595
62745	ISOSORBIDE-5-MONONITRATE		"Antianginal Agents; Vasodilator Agents"	1		true	false	false	-1	PubMed:21804595	PubMed:21804595
62746	LIRAGLUTIDE RECOMBINANT		"Antidiabetic agent"	1		true	false	false	-1	PubMed:21804595	PubMed:21804595
62747	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA		"Erythropoiesis-stimulating agent"	1		true	false	false	-1	PubMed:21804595	PubMed:21804595
62748	METHYLNALTREXONE BROMIDE		"OIC treatment"	1		true	false	false	-1	KEGG Drugs;PubMed:21804595	CAS:73232-52-7;PubChem Substance:47208269;LigandBox:D06618;KEGG:D06618;PubMed:21804595
62749	NANDROLONE		"Antianemic Agents; anti-osteoporosis agents"	1		true	false	false	-1	KEGG Drugs;PubMed:21804595	CAS:22263-51-0;NIKKAJI:J7.165J;PubChem Substance:7848019;NIKKAJI:J28.162J;PubChem Substance:7848018;CAS:62-90-8;CAS:26490-31-3;PubMed:21804595;PubChem Substance:47206841;KEGG:D05116;NIKKAJI:J8.621E;CAS:912-57-2;NIKKAJI:J11.415D;NIKKAJI:J5.698G;PubChem Substance:7848800;PubChem Substance:7848539;KEGG:D08251;KEGG:D08250;CAS:360-70-3;NIKKAJI:J5.731B;KEGG:D01476;KEGG:D01737;LigandBox:D08250;LigandBox:D08251;LigandBox:D05116;PubChem Substance:96024938;LigandBox:D00956;PubChem Substance:96024939;LigandBox:D00955;NIKKAJI:J21.671B;CAS:434-22-0;CAS:7642-64-0;DrugBank:DB00984;LigandBox:D01476;KEGG:D00956;LigandBox:D01737;KEGG:D00955
62750	NORGESTREL		"Contraceptives, Oral, Synthetic"	2		true	true	false	1	KEGG Drugs;PubMed:21804595	CAS:6533-00-2;DrugBank:DB00506;NIKKAJI:J369.045H J448.987J;PubChem Substance:7848017;PDB-CCD:NOG;KEGG:D00954;LigandBox:D00954;PubMed:21804595
62751	PODOFILOX		"Antineoplastic Agents, Phytogenic; Keratolytic Agents"	1		false	false	false	-1	PubMed:21804595	PubMed:21804595
62752	LANREOTIDE		"Hormone Replacement Agents"	5		true	false	false	-1	KEGG Drugs;PubMed:21804595	KEGG:D04666;CAS:127984-74-1;PubMed:21804595;PubChem Substance:47206506
62753	ULIPRISTAL		"Abortificant"	1		true	false	false	-1	KEGG Drugs;PubMed:21804595	LigandBox:D09687;KEGG:D09687;CAS:126784-99-4;PubChem Substance:124490427;KEGG:D09567;LigandBox:D09567;CAS:159811-51-5;PubMed:21804595;PubChem Substance:124490307
62754	Aceclidine		""	1	S01EB08	true	false	false	-1	KEGG Drugs	CAS:827-61-2;PubChem Substance:17396908;LigandBox:D02750;KEGG:D02750;NIKKAJI:J48.379F
62755	Acotiamide		""	2		false	false	false	-1	KEGG Drugs	PubChem Substance:96025521;CAS:773092-05-0;LigandBox:D08838;KEGG:D08838
62756	Alvameline		""	3		false	false	false	-1	KEGG Drugs	KEGG:D02876;PubChem Substance:17397033;CAS:219581-36-9;LigandBox:D02876
62757	Esoxybutynin		""	5		false	false	false	-1	KEGG Drugs	CAS:230949-16-3;KEGG:D04057;LigandBox:D04057;PubChem Substance:47206016
62758	Imidafenacin		""	5		false	false	false	-1	KEGG Drugs	LigandBox:D06273;KEGG:D06273;PubChem Substance:47207931;CAS:170105-16-5
62759	Talsaclidine		""	1		false	false	false	-1	KEGG Drugs	CAS:147025-54-5;PubChem Substance:47207658;LigandBox:D06000;KEGG:D06000
62760	Xanomeline		""	2		false	false	false	-1	KEGG Drugs	LigandBox:D06331;LigandBox:D06330;KEGG:D06330;KEGG:D06331;CAS:131986-45-3;CAS:152854-19-8;PubChem Substance:47207987;PubChem Substance:47207988;NIKKAJI:J489.337I
62761	Camylofin		""	1	A03AA03	true	false	false	-1	KEGG Drugs	LigandBox:D07076;KEGG:D07076;NIKKAJI:J38.359G;PubChem Substance:51091418;CAS:54-30-8
62762	Tiquizium		""	5		false	false	false	-1	KEGG Drugs	NIKKAJI:J349.600G;LigandBox:D01875;KEGG:D01875;CAS:71731-58-3;PubChem Substance:7848937
62763	Mebeverine		""	5	A03AA04	true	false	false	-1	KEGG Drugs	NIKKAJI:J8.191D;KEGG:D08160;PubChem Substance:96024850;CAS:3625-06-7;LigandBox:D04868;KEGG:D04868;PubChem Substance:47206639;CAS:2753-45-9;NIKKAJI:J310.936D;LigandBox:D08160
62764	Trimebutine		""	6	A03AA05	true	false	false	-1	KEGG Drugs	CAS:39133-31-8;CAS:34140-59-5;KEGG:D01500;PubChem Substance:7848563;LigandBox:D08639;LigandBox:D01500;NIKKAJI:J15.812G;PubChem Substance:96025322;KEGG:D08639;NIKKAJI:J290.591D
62765	Dihexyverine		""	5	A03AA08	true	false	false	-1	KEGG Drugs	CAS:561-77-3;LigandBox:D07821;LigandBox:D03824;KEGG:D07821;PubChem Substance:96024518;NIKKAJI:J349.745C;PubChem Substance:17397910;NIKKAJI:J6.497A;KEGG:D03824;CAS:5588-25-0
62766	Piperidolate		""	5	A03AA30	true	false	false	-1	KEGG Drugs	PubChem Substance:7848228;KEGG:D08382;PubChem Substance:96025068;CAS:82-98-4;KEGG:D01165;LigandBox:D01165;NIKKAJI:J4.624H;NIKKAJI:J2.210.677E;CAS:129-77-1;LigandBox:D08382
62767	Glycopyrronium		""	5	A03AB02	true	false	false	-1	KEGG Drugs	PubChem Substance:7847606;DrugBank:DB00986;LigandBox:D00540;KEGG:D00540;CAS:596-51-0;NIKKAJI:J243.999I
62768	Hexocyclium		""	5	A03AB10	true	false	false	-1	KEGG Drugs	CAS:115-63-9;KEGG:D01003;NIKKAJI:J388.817G;LigandBox:D01003;PubChem Substance:7848066
62769	Tiemonium iodide		""	5	A03AB17	true	false	false	-1	KEGG Drugs	PubChem Substance:7848264;NIKKAJI:J482.718J;LigandBox:D01201;KEGG:D01201;CAS:144-12-7
62770	Prifinium bromide		""	5	A03AB18	true	false	false	-1	KEGG Drugs	NIKKAJI:J244.762B;KEGG:D01377;CAS:4630-95-9;PubChem Substance:7848440;LigandBox:D01377
62771	Timepidium bromide		""	5	A03AB19	true	false	false	-1	KEGG Drugs	PubChem Substance:17396706;LigandBox:D02535;KEGG:D02535
62772	Butylscopolamine		""	5	A03BB01	true	false	false	-1	KEGG Drugs	PubChem Substance:7848514;LigandBox:D01451;KEGG:D01451;CAS:149-64-4;NIKKAJI:J363.295D
62773	Methylatropine		""	5	A03BB02	true	false	false	-1	KEGG Drugs	CAS:52-88-0;LigandBox:D01077;KEGG:D01077;NIKKAJI:J349.597C;PubChem Substance:7848140;DrugBank:DB00572
62774	Fentonium		""	5	A03BB04	true	false	false	-1	KEGG Drugs	KEGG:D07951;PubChem Substance:96024646;LigandBox:D07951;NIKKAJI:J220.041D;CAS:5868-06-4
62775	Cimetropium bromide		""	5	A03BB05	true	false	false	-1	KEGG Drugs	CAS:51598-60-8;KEGG:D07099;NIKKAJI:J244.408I;LigandBox:D07099;PubChem Substance:51091440
62776	Propiverine		""	5	G04BD06	true	false	false	-1	KEGG Drugs	KEGG:D08441;LigandBox:D08441;PubChem Substance:7848070;CAS:60569-19-9;NIKKAJI:J282.959B;CAS:54556-98-8;LigandBox:D01007;KEGG:D01007;NIKKAJI:J128.608K;PubChem Substance:96025127
62777	Orphenadrine (citrate)		""	5	M03BC01	true	false	false	-1	KEGG Drugs	LigandBox:D00774;KEGG:D00774;CAS:4682-36-4;NIKKAJI:J244.696K;DrugBank:DB01173;PubChem Substance:7847839
62778	Dexetimide		""	5	N04AA08	true	false	false	-1	KEGG Drugs	PubChem Substance:17397802;LigandBox:D03711;LigandBox:D07804;KEGG:D03711;CAS:21888-98-2;NIKKAJI:J231.433I;NIKKAJI:J11.153H;PubChem Substance:96024501;KEGG:D07804;CAS:21888-96-0
62779	Mazaticol		""	5	N04AA10	true	false	false	-1	KEGG Drugs	CAS:42024-98-6;LigandBox:D08157;KEGG:D03264;PubChem Substance:17397417;LigandBox:D03264;PubChem Substance:96024847;KEGG:D08157;NIKKAJI:J343.943G
62780	Orphenadrine (chloride)		""	5	N04AB02	true	false	false	-1	KEGG Drugs	LigandBox:D02599;NIKKAJI:J2.205.659J;PubChem Substance:17396769;DrugBank:DB01173;KEGG:D02599;CAS:341-69-5
62781	Etybenzatropine		""	5	N04AC30	true	false	false	-1	KEGG Drugs	LigandBox:D04087;NIKKAJI:J59.381H;CAS:524-83-4;KEGG:D04087;PubChem Substance:47206041
62782	Oxitropium bromide		""	5	R03BB02	true	false	false	-1	KEGG Drugs	LigandBox:D01946;CAS:30286-75-0;NIKKAJI:J364.407C;PubChem Substance:7849008;KEGG:D01946
62783	Pimethixene		""	5	R06AX23	true	false	false	-1	KEGG Drugs	KEGG:D07406;NIKKAJI:J11.609B;PubChem Substance:51091742;LigandBox:D07406;CAS:314-03-4
62784	Homatropine		""	5	S01FA05	true	false	false	-1	KEGG Drugs	CAS:51-56-9;KEGG:D01004;DrugBank:DB00725;LigandBox:D01004;KEGG:D02070;NIKKAJI:J237.403J;CAS:80-49-9;NIKKAJI:J349.637F;LigandBox:D02070;PubChem Substance:7848067;PubChem Substance:7849132
62785	Aclatonium		""	5		false	false	false	-1	KEGG Drugs	LigandBox:D01955;NIKKAJI:J345.185B;PubChem Substance:7849017;CAS:55077-30-0;KEGG:D01955
62786	Benzetimide		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:51091836;NIKKAJI:J244.722C;LigandBox:D03087;CAS:5633-14-7;KEGG:D03087;KEGG:D07513;CAS:119391-55-8;PubChem Substance:17397242;LigandBox:D07513
62787	Butropium		""	5		false	false	false	-1	KEGG Drugs	CAS:29025-14-7;KEGG:D01491;PubChem Substance:7848554;NIKKAJI:J290.096C J394.700I;LigandBox:D01491
62788	Carpronium		""	5		false	false	false	-1	KEGG Drugs	KEGG:D09752;LigandBox:D09752;KEGG:D01175;PubChem Substance:124490492;PubChem Substance:7848238;LigandBox:D01175;CAS:13254-33-6;NIKKAJI:J220.417G
62789	Darotropium		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:96026082;CAS:850607-58-8;LigandBox:D09402;KEGG:D09402
62790	Diphenylpiperidinomethyldioxolan		""	5		false	false	false	-1	KEGG Drugs	CAS:21216-78-4;LigandBox:D01600;PubChem Substance:7848663;KEGG:D01600
62791	Diponium		""	5		false	false	false	-1	KEGG Drugs	KEGG:D01463;PubChem Substance:7848526;NIKKAJI:J220.084H;CAS:2001-81-2;LigandBox:D01463
62792	Etomidoline		""	5		false	false	false	-1	KEGG Drugs	CAS:21590-92-1;LigandBox:D01359;KEGG:D01359;NIKKAJI:J3.152F;PubChem Substance:7848422
62793	Eucatropine		""	5		false	false	false	-1	KEGG Drugs	LigandBox:D04116;KEGG:D04116;NIKKAJI:J244.617K;CAS:536-93-6;PubChem Substance:47206064
62794	Flutropium		""	5		false	false	false	-1	KEGG Drugs	KEGG:D02417;LigandBox:D02417;PubChem Substance:7849475
62795	Methylbenactyzium		""	5		false	false	false	-1	KEGG Drugs	CAS:3166-62-9;KEGG:D01315;LigandBox:D01315;PubChem Substance:7848378;NIKKAJI:J334.312J
62796	Milameline		""	5		false	false	false	-1	KEGG Drugs	KEGG:D05035;PubChem Substance:47206762;NIKKAJI:J671.182K;LigandBox:D05035;CAS:139886-04-7
62797	Methyloctatropine		""	5		false	false	false	-1	KEGG Drugs	CAS:80-50-2;NIKKAJI:J243.983B;DrugBank:DB00517;KEGG:D00232;PubChem Substance:7847299;LigandBox:D00232
62798	Oxapium		""	5		false	false	false	-1	KEGG Drugs	KEGG:D01815;CAS:6577-41-9;NIKKAJI:J327.469A;PubChem Substance:7848877;LigandBox:D01815
62799	Pipethanate		""	5		false	false	false	-1	KEGG Drugs	KEGG:D01521;CAS:4544-15-4;PubChem Substance:96025070;KEGG:D08384;NIKKAJI:J1.412.689I;PubChem Substance:7848584;PubChem Substance:7849049;NIKKAJI:J244.002D;KEGG:D01987;NIKKAJI:J8.745I;CAS:4546-39-8;LigandBox:D01987;LigandBox:D01521;LigandBox:D08384;CAS:23182-46-9
62800	Piroheptine		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:96025081;CAS:16378-21-5;LigandBox:D01231;CAS:16378-22-6;KEGG:D01231;LigandBox:D08395;PubChem Substance:7848294;KEGG:D08395;NIKKAJI:J327.463B
62801	Sabcomeline		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:47207440;CAS:159912-58-0;KEGG:D05779;LigandBox:D05779
62802	Tazomeline		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:47207673;LigandBox:D06015;CAS:175615-45-9;KEGG:D06015
62803	Tiemonium		""	5		false	false	false	-1	KEGG Drugs	KEGG:D08595;NIKKAJI:J369.041E;PubChem Substance:96025279;CAS:6504-57-0;LigandBox:D08595
62804	Umeclidinium		""	5		false	false	false	-1	KEGG Drugs	CAS:869185-19-3;PubChem Substance:135626899;PubChem Substance:135626898;KEGG:D10181;KEGG:D10180;LigandBox:D10181;CAS:869113-09-7;LigandBox:D10180
62805	Valethamate		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:7848601;LigandBox:D01538;CAS:90-22-2;NIKKAJI:J215.261D;KEGG:D01538
62806	Dabuzalgron		""	1		false	false	false	-1	KEGG Drugs	PubChem Substance:47208051;CAS:219311-43-0;LigandBox:D06394;KEGG:D06394
62807	Fiduxosin		""	1		false	false	false	-1	KEGG Drugs	KEGG:D04184;CAS:208992-74-9;LigandBox:D04184;PubChem Substance:47206130
62808	Garomefrine		""	1		false	false	false	-1	KEGG Drugs	KEGG:D09784;PubChem Substance:124490524;LigandBox:D09784
62809	Adrenalone		""	2	A01AD06;B02BC05	true	false	false	-1	KEGG Drugs	LigandBox:D02774;LigandBox:D07560;KEGG:D07560;NIKKAJI:J231.269G;CAS:99-45-6;PubChem Substance:17396932;CAS:62-13-5;NIKKAJI:J4.970K;PubChem Substance:51091881;KEGG:D02774
62810	Etilefrine		""	2	C01CA01	true	false	false	-1	KEGG Drugs	CAS:943-17-9;NIKKAJI:J237.911B;PubChem Substance:96024626;LigandBox:D01573;CAS:709-55-7;LigandBox:D07931;NIKKAJI:J6.942F;KEGG:D07931;KEGG:D01573;PubChem Substance:7848636
62811	Norfenefrine		""	2	C01CA05	true	false	false	-1	KEGG Drugs	CAS:4779-94-6;KEGG:D08286;LigandBox:D08286;PubChem Substance:7848468;KEGG:D01405;LigandBox:D01405;PubChem Substance:96024973;NIKKAJI:J6.350I;NIKKAJI:J263.338H;CAS:536-21-0
62812	Oxedrine		""	5	C01CA08;S01GA06	true	false	false	-1	KEGG Drugs	KEGG:D08309;NIKKAJI:J321.121E;CAS:16589-24-5;KEGG:D07148;NIKKAJI:J8.617G;CAS:5985-28-4;CAS:94-07-5;LigandBox:D08309;LigandBox:D07148;PubChem Substance:51091487;LigandBox:D08308;KEGG:D08308;PubChem Substance:96024996;NIKKAJI:J231.217D;PubChem Substance:96024995
62813	Indoramin		""	2	C02CA02	true	false	false	-1	KEGG Drugs	CAS:26844-12-2;PubChem Substance:47206379;LigandBox:D04532;NIKKAJI:J10.427B;KEGG:D04531;CAS:38821-52-2;PubChem Substance:47206378;LigandBox:D04531;NIKKAJI:J321.775B;KEGG:D04532
62814	Trimazosin		""	2	C02CA03	true	false	false	-1	KEGG Drugs	PubChem Substance:47207892;LigandBox:D08212;KEGG:D08212;NIKKAJI:J19.681I;KEGG:D06234;CAS:35795-16-5;CAS:53746-46-6;LigandBox:D06234;PubChem Substance:96024900
62815	Urapidil		""	2	C02CA06	true	false	false	-1	KEGG Drugs	CAS:34661-75-1;NIKKAJI:J19.690H;LigandBox:D01333;PubChem Substance:96025345;KEGG:D08662;CAS:64887-14-5;KEGG:D01333;PubChem Substance:7848396;LigandBox:D08662
62816	Ketanserin		""	4	C02KD01	true	false	false	-1	KEGG Drugs	PubChem Substance:96024789;NIKKAJI:J260.440J;CAS:74050-98-9;KEGG:D08099;KEGG:D02363;LigandBox:D02363;LigandBox:D08099;PubChem Substance:7849422;CAS:83846-83-7;NIKKAJI:J12.099E
62817	Moxisylyte		""	2	C04AX10;G04BE06	true	false	false	-1	KEGG Drugs	NIKKAJI:J4.154H;CAS:964-52-3;CAS:54-32-0;KEGG:D08239;PubChem Substance:96024927;KEGG:D01571;PubChem Substance:7848634;LigandBox:D01571;LigandBox:D08239;NIKKAJI:J245.482C
62818	Ifenprodil		""	7	C04AX28	true	false	false	-1	KEGG Drugs	CAS:23210-58-4;KEGG:D08064;LigandBox:D01445;NIKKAJI:J321.189D;KEGG:D01445;NIKKAJI:J11.459F;LigandBox:D08064;CAS:23210-56-2;PubChem Substance:96024756;PubChem Substance:7848508
62819	Ergot alkaloids		""	11	G02AB02	true	false	false	-1	KEGG Drugs	DrugBank:DB00696;KEGG:D07906;NIKKAJI:J2.889D;PDB-CCD:ERM;LigandBox:D07906;CAS:113-15-5;PubChem Substance:96024602
62820	Tetryzoline		""	2	R01AB03;R01AA06;S01GA02	true	false	false	-1	KEGG Drugs	KEGG:D00756;LigandBox:D00756;NIKKAJI:J4.437G;KEGG:D08578;CAS:84-22-0;PubChem Substance:7847821;KEGG:D01023;LigandBox:D01023;NIKKAJI:J422.622D;CAS:522-48-5;LigandBox:D08578;PubChem Substance:96025262;PubChem Substance:7848086
62821	Tramazoline		""	2	R01AA09	true	false	false	-1	KEGG Drugs	KEGG:D08624;LigandBox:D01347;LigandBox:D08624;KEGG:D01347;NIKKAJI:J220.204B;PubChem Substance:96025308;NIKKAJI:J7.244C;PubChem Substance:7848410;CAS:3715-90-0;CAS:1082-57-1
62822	Amidephrine		""	2		false	false	false	-1	KEGG Drugs	CAS:1421-68-7;KEGG:D02901;PubChem Substance:17397058;LigandBox:D02901
62823	Amosulalol		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:7848532;CAS:93633-92-2;PubChem Substance:51091782;NIKKAJI:J369.630H;CAS:85320-68-9;KEGG:D07451;LigandBox:D01469;LigandBox:D07451;KEGG:D01469
62824	Arotinolol		""	5		false	false	false	-1	KEGG Drugs	LigandBox:D01830;PubChem Substance:51091795;KEGG:D01830;PubChem Substance:7848892;NIKKAJI:J365.013H;CAS:68377-92-4;KEGG:D07465;LigandBox:D07465;NIKKAJI:J252.818E;CAS:68377-91-3
62825	Bunazosin		""	2		false	false	false	-1	KEGG Drugs	LigandBox:D07550;PubChem Substance:51091872;NIKKAJI:J32.851K;KEGG:D07550;KEGG:D01887;LigandBox:D01887;PubChem Substance:7848949;CAS:80755-51-7;NIKKAJI:J245.465C;CAS:52712-76-2
62826	Bunitrolol		""	5		false	false	false	-1	KEGG Drugs	PubChem Substance:7848507;CAS:29876-08-2;LigandBox:D01444;KEGG:D01444;NIKKAJI:J349.604J
62827	Medroxalol		""	5		false	false	false	-1	KEGG Drugs	NIKKAJI:J12.613F;CAS:70161-10-3;PubChem Substance:47206653;PubChem Substance:47206652;LigandBox:D04888;KEGG:D04888;NIKKAJI:J290.719D;LigandBox:D04889;KEGG:D04889;CAS:56290-94-9
62828	Methylephedrine		""	8		false	false	false	-1	KEGG Drugs	KEGG:D02109;NIKKAJI:J237.399H;CAS:38455-90-2;NIKKAJI:J299.262K;KEGG:D08206;KEGG:D01952;LigandBox:D08206;PubChem Substance:7849170;LigandBox:D01952;PubChem Substance:7849014;KEGG:D09842;PubChem Substance:124490581;CAS:18760-80-0;NIKKAJI:J21.604F;LigandBox:D02109;PubChem Substance:96024894;CAS:552-79-4;LigandBox:D09842
62829	Naftopidil		""	2		false	false	false	-1	KEGG Drugs	PubChem Substance:7848737;CAS:57149-07-2;NIKKAJI:J82.340F;LigandBox:D01674;KEGG:D01674
62830	Pelanserin		""	5		false	false	false	-1	KEGG Drugs	CAS:42877-18-9;KEGG:D05395;LigandBox:D05395;PubChem Substance:47207071;NIKKAJI:J395.726H
